Date,USD_INR,GBP_INR,EUR_INR,JPY_INR,AED_INR,IDR_INR
2017-10-23,65.0239,85.8381,76.5136,57.17,,
2017-10-24,64.9256,85.7927,76.3395,57.18,,
2017-10-25,65.1386,85.4814,76.59,57.19,,
2017-10-26,64.7888,85.884,76.6063,57.06,,
2017-10-27,65.0931,85.3826,75.6837,57.0,,
2017-10-30,64.9338,85.375,75.4271,57.13,,
2017-10-31,64.7745,85.5995,75.4234,57.27,,
2017-11-01,64.5256,85.6706,75.0755,56.7,,
2017-11-02,64.593,85.786,75.2831,56.72,,
2017-11-03,64.5764,84.4272,75.3348,56.66,,
2017-11-06,64.7267,84.6366,75.1801,56.66,,
2017-11-07,64.8064,85.3371,75.2273,56.85,,
2017-11-08,65.0592,85.5724,75.3841,57.12,,
2017-11-09,64.8967,85.2548,75.3061,57.13,,
2017-11-10,65.0147,85.5463,75.7356,57.34,,
2017-11-13,65.4272,85.8209,76.2161,57.68,,
2017-11-14,65.5171,85.9388,76.4781,57.65,,
2017-11-15,65.3689,85.9143,77.0634,57.76,,
2017-11-16,65.2969,86.0483,76.9981,57.81,,
2017-11-17,64.8462,85.785,76.5574,57.59,,
2017-11-20,65.0565,85.9331,76.3633,58.08,,
2017-11-21,65.0386,86.1892,76.3878,57.82,,
2017-11-22,64.7453,85.8523,76.0757,57.75,,
2017-11-23,64.7949,86.3327,76.6264,58.22,,
2017-11-24,64.7328,86.0364,76.7213,58.07,,
2017-11-27,64.6948,86.1605,77.1421,58.1,,
2017-11-28,64.4206,85.8469,76.6992,57.94,,
2017-11-29,64.4058,86.1428,76.3209,57.75,,
2017-11-30,64.4332,86.798,76.4887,57.46,,
2017-12-04,64.3799,86.636,76.3739,57.04,,
2017-12-05,64.3764,86.6378,76.3762,57.15,,
2017-12-06,64.4467,86.4939,76.2791,57.42,,
2017-12-07,64.5388,86.3142,76.0848,57.33,,
2017-12-08,64.4649,87.0405,75.7978,56.84,,
2017-12-11,64.3616,86.3282,75.8051,56.68,,
2017-12-12,64.4834,86.0466,75.9292,56.84,,
2017-12-13,64.4525,85.941,75.7768,56.87,,
2017-12-14,64.2798,86.3535,75.998,57.06,,
2017-12-15,64.0958,86.1319,75.5241,57.13,,
2017-12-18,64.1065,85.5437,75.4277,56.9,,
2017-12-19,64.1205,85.7932,75.6365,56.98,,
2017-12-20,64.0577,85.7604,75.8251,56.7,,
2017-12-21,64.0883,85.6284,76.0344,56.5,,
2017-12-22,64.0409,85.6739,75.8821,56.51,,
2017-12-26,64.0538,85.672,76.0255,56.53,,
2017-12-27,64.1577,85.8366,76.2258,56.68,,
2017-12-28,64.1716,86.221,76.5631,56.89,,
2017-12-29,63.9273,86.0653,76.3867,56.72,,
2018-01-01,63.6697,85.8968,76.41,56.51,,
2018-01-02,63.6728,86.1111,76.5856,56.52,,
2018-01-03,63.4833,86.4071,76.5418,56.55,,
2018-01-04,63.3914,85.7432,76.2472,56.31,,
2018-01-05,63.3823,86.0225,76.5024,56.06,,
2018-01-08,63.3482,85.8875,76.1509,55.95,,
2018-01-09,63.469,86.1528,75.9153,56.33,,
2018-01-10,63.8264,86.2805,76.1385,56.81,,
2018-01-11,63.7364,86.0123,76.1395,57.03,,
2018-01-12,63.5263,86.0527,76.5301,57.09,,
2018-01-15,63.4125,87.1795,77.4457,57.23,,
2018-01-16,63.7602,87.9126,78.2019,57.5,,
2018-01-17,63.9797,88.1256,78.3495,57.74,,
2018-01-18,63.8431,88.2822,77.8822,57.41,,
2018-01-19,63.7183,88.6449,78.1441,57.49,,
2018-01-22,63.8895,88.5956,78.1241,57.64,,
2018-01-23,63.7722,89.2046,78.2166,57.57,,
2018-01-24,63.6439,89.3242,78.4538,57.92,,
2018-01-25,63.4983,90.9169,79.0681,58.36,,
2018-01-29,63.547,89.8237,78.8682,58.38,,
2018-01-30,63.7534,89.3886,78.7546,58.62,,
2018-01-31,63.6878,90.3539,79.2149,58.6,,
2018-02-01,63.6113,90.1754,78.948,58.09,,
2018-02-02,64.0781,91.3369,80.0335,58.36,,
2018-02-05,64.0295,90.4033,79.7295,58.22,,
2018-02-06,64.2723,89.7177,79.5241,59.05,,
2018-02-07,64.1377,89.4977,79.4345,58.71,,
2018-02-08,64.1616,89.191,78.7455,58.5,,
2018-02-09,64.3686,89.7105,78.8902,59.06,,
2018-02-12,64.2838,89.0202,78.9341,59.14,,
2018-02-14,64.1259,89.1735,79.3879,59.84,,
2018-02-15,63.9222,89.5486,79.679,60.05,,
2018-02-16,63.9097,90.3108,80.1683,60.46,,
2018-02-20,64.5254,90.1291,79.8566,60.35,,
2018-02-21,64.8161,90.6583,79.9442,60.17,,
2018-02-22,65.0458,90.4137,79.8307,60.55,,
2018-02-23,64.8227,90.4017,79.7643,60.59,,
2018-02-26,64.6639,90.6523,79.6983,60.69,,
2018-02-27,64.8514,90.5844,79.9683,60.71,,
2018-02-28,65.1031,90.4477,79.5885,60.8,,
2018-03-01,65.2261,89.7055,79.5041,61.07,,
2018-03-05,65.053,89.6951,80.0347,61.64,,
2018-03-06,64.9941,89.9063,80.2092,61.2,,
2018-03-07,64.9627,90.3371,80.7486,61.55,,
2018-03-08,64.9212,90.2275,80.5412,61.26,,
2018-03-09,65.0784,89.8537,80.1636,60.97,,
2018-03-12,65.0199,90.1241,80.0915,60.96,,
2018-03-13,64.9567,90.2314,80.0916,60.85,,
2018-03-14,64.9875,90.8265,80.5845,60.99,,
2018-03-15,64.9366,90.7229,80.3201,61.27,,
2018-03-16,64.8737,90.4858,79.9114,61.27,,
2018-03-19,65.0375,90.5582,79.775,61.5,,
2018-03-20,65.1993,91.4942,80.4625,61.33,,
2018-03-21,65.2162,91.3288,79.9616,61.28,,
2018-03-22,65.0622,92.063,80.3713,61.44,,
2018-03-23,65.1333,91.9552,80.3354,62.13,,
2018-03-26,64.9055,91.8672,80.2557,61.82,,
2018-03-27,64.7973,92.2584,80.7634,61.36,,
2018-03-28,65.0441,92.2846,80.6222,61.54,,
2018-04-03,65.024,91.4563,80.0901,61.31,,
2018-04-04,65.0232,91.4941,79.79,61.0,,
2018-04-05,65.0601,91.5005,79.7767,60.78,,
2018-04-06,64.9884,90.9578,79.5133,60.54,,
2018-04-09,64.9287,91.4975,79.687,60.66,,
2018-04-10,64.9368,91.7492,79.9047,60.58,,
2018-04-11,65.1272,92.5197,80.5884,60.84,,
2018-04-12,65.3496,92.7049,80.7982,61.15,,
2018-04-13,65.2226,92.7726,80.3412,60.64,,
2018-04-16,65.4476,93.2759,80.7362,61.02,,
2018-04-17,65.6124,94.2063,81.32,61.35,,
2018-04-18,65.6814,93.9835,81.3004,61.21,,
2018-04-19,65.7837,93.4194,81.3876,61.22,,
2018-04-20,66.0167,92.7271,81.458,61.4,,
2018-04-23,66.2177,92.8438,81.269,61.4,,
2018-04-24,66.3622,92.5089,81.0548,60.98,,
2018-04-25,66.6983,93.1375,81.4253,61.12,,
2018-04-26,66.8299,93.1676,81.3788,61.12,,
2018-04-27,66.7801,92.8911,80.7438,61.08,,
2018-05-02,66.6636,90.6625,80.0097,60.71,,
2018-05-03,66.6093,90.602,79.8579,60.79,,
2018-05-04,66.7681,90.5843,79.9682,61.17,,
2018-05-07,67.106,90.8481,80.1179,61.44,,
2018-05-08,67.0809,91.1361,80.0074,61.56,,
2018-05-09,67.3815,91.0863,79.746,61.49,,
2018-05-10,67.3786,91.3856,79.8908,61.34,,
2018-05-11,67.2203,90.8751,80.0863,61.43,,
2018-05-14,67.3153,91.2459,80.5091,61.54,,
2018-05-15,67.5288,91.488,80.5281,61.44,,
2018-05-16,67.8276,91.6826,80.2943,61.52,,
2018-05-17,67.7156,91.6463,79.8909,61.28,,
2018-05-18,67.9577,91.8788,80.2784,61.31,,
2018-05-21,68.0883,91.4085,79.9289,61.15,,
2018-05-22,68.0187,91.2471,80.0716,61.25,,
2018-05-23,68.2139,91.4271,80.24,61.74,,
2018-05-24,68.3872,91.4405,80.143,62.4,,
2018-05-25,68.26,91.2158,79.8847,62.38,,
2018-05-28,67.443,89.888,79.0027,61.57,,
2018-05-29,67.8201,90.1668,78.6984,62.27,,
2018-05-30,67.6288,89.7028,78.1992,62.21,,
2018-05-31,67.4526,89.7929,78.7914,62.04,,
2018-06-01,67.184,89.1397,78.4104,61.56,,
2018-06-04,67.0543,89.6181,78.3597,61.14,,
2018-06-05,67.1794,89.4292,78.5394,61.14,,
2018-06-06,67.0397,89.9472,78.6778,61.02,,
2018-06-07,67.0181,90.0455,79.1015,60.91,,
2018-06-08,67.5228,90.6021,79.5824,61.6,,
2018-06-11,67.3353,90.3707,79.523,61.24,,
2018-06-12,67.4571,90.062,79.3498,61.1,,
2018-06-13,67.6251,90.3336,79.3919,61.15,,
2018-06-14,67.6875,90.6809,79.9254,61.52,,
2018-06-15,67.9739,89.9974,78.605,61.34,,
2018-06-18,68.0248,90.2485,78.8543,61.55,,
2018-06-19,68.1511,90.3071,79.1575,62.19,,
2018-06-20,68.0838,89.5983,78.8274,61.82,,
2018-06-21,68.195,89.581,78.7925,61.61,,
2018-06-22,67.7695,89.9572,78.8566,61.61,,
2018-06-25,68.1466,90.2738,79.3499,62.27,,
2018-06-26,68.1676,90.472,79.7425,62.17,,
2018-06-27,68.5246,90.6032,79.8654,62.36,,
2018-06-28,68.9389,90.2134,79.6382,62.53,,
2018-06-29,68.5753,89.9296,79.8491,62.02,,
2018-07-02,68.6227,90.431,79.9592,62.0,,
2018-07-03,68.6935,90.3457,80.0211,61.91,,
2018-07-04,68.5312,90.5229,80.0239,62.09,,
2018-07-05,68.7545,91.0722,80.4771,62.17,,
2018-07-06,68.8757,91.1432,80.6328,62.25,,
2018-07-09,68.6573,91.4653,80.7822,62.16,,
2018-07-24,69.053,90.3015,80.5434,61.98,,
2022-04-12,76.1127,99.0115,82.6909,60.57,,
2022-04-13,76.2248,99.1466,82.584,60.52,,
2022-04-18,76.3737,99.4829,82.4622,60.31,,
2022-04-19,76.2797,99.1423,82.1675,59.48,,
2022-04-20,76.4183,99.5766,82.6224,59.39,,
2022-04-21,76.2091,99.5296,82.7824,59.48,,
2022-04-22,76.3279,99.3041,82.7735,59.65,,
2022-04-25,76.7366,97.8535,82.2673,59.8,,
2022-04-26,76.5612,97.538,82.0103,59.88,,
2022-04-27,76.6414,96.4767,81.4509,59.89,,
2022-04-28,76.6167,96.0191,80.6003,58.88,,
2022-04-29,76.4242,95.7086,80.5807,58.66,,
2022-05-02,76.4346,95.9529,80.4189,58.65,,
2022-05-04,76.4841,95.4318,80.4567,58.76,,
2022-05-05,76.0887,95.5649,80.7398,58.83,,
2022-05-06,76.747,94.7948,80.7118,58.75,,
2022-05-09,77.3679,95.0052,81.3106,59.03,,
2022-05-10,77.3537,95.5839,81.7464,59.32,,
2022-05-11,77.2641,95.3413,81.4688,59.31,,
2022-05-12,77.5868,94.6259,81.4537,59.93,,
2022-05-13,77.3543,94.4584,80.3629,60.09,,
2022-05-17,77.651,96.0444,81.2028,60.07,,
2022-05-18,77.5716,96.6284,81.6576,60.06,,
2022-05-19,77.6999,95.9376,81.4264,60.45,,
2022-05-20,77.5829,96.8338,82.137,60.69,,
2022-05-23,77.589,97.5268,82.2816,60.72,,
2022-05-24,77.6352,97.6366,82.8419,60.8,,
2022-05-25,77.5137,97.2709,82.9381,61.05,,
2022-05-26,77.6262,97.5001,82.8277,60.99,,
2022-05-27,77.6592,98.1069,83.4883,61.21,,
2022-05-30,77.5115,98.003,83.4132,60.97,,
2022-05-31,77.6641,97.8676,83.4107,60.73,,
2022-06-01,77.5554,97.6164,83.082,60.01,,
2022-06-02,77.5883,96.9445,82.7541,59.71,,
2022-06-03,77.5994,97.5787,83.4535,59.74,,
2022-06-06,77.6718,97.1115,83.2823,59.45,,
2022-06-07,77.7239,96.7321,82.9661,58.48,,
2022-06-08,77.7251,97.701,83.098,58.4,,
2022-06-09,77.787,97.3582,83.342,58.12,,
2022-06-10,77.84,97.2341,82.6879,58.14,,
2022-06-13,78.143,95.8163,81.9439,58.04,,
2022-06-14,78.0015,94.9866,81.368,57.92,,
2022-06-15,78.0755,93.9456,81.8096,57.96,,
2022-06-16,78.0864,94.7943,81.4275,58.14,,
2022-06-17,78.0875,95.8909,82.1038,58.23,,
2022-06-20,77.996,95.4406,82.1319,57.82,,
2022-06-21,78.0861,95.6784,82.1289,57.8,,
2022-06-22,78.2115,95.6657,82.0981,57.34,,
2022-06-23,78.2662,95.8453,82.6872,57.63,,
2022-06-24,78.3308,96.1286,82.5633,58.12,,
2022-06-27,78.289,96.0784,82.6706,57.95,,
2022-06-28,78.6966,96.5807,83.2694,58.08,,
2022-06-29,78.9376,96.2476,82.8408,58.08,,
2022-06-30,78.9421,95.9557,82.5803,57.96,,
2022-07-01,79.094,95.9563,82.7392,58.62,,
2022-07-04,78.9866,95.6238,82.3978,58.33,,
2022-07-05,79.079,95.8,82.5147,58.08,,
2022-07-06,79.332,94.6928,81.3766,58.61,,
2022-07-07,79.0235,94.4004,80.6846,58.17,,
2022-07-08,79.2499,95.1263,80.5834,58.4,,
2022-07-11,79.4098,95.0445,80.4988,57.98,,
2022-07-12,79.6401,94.4935,79.8259,57.99,,
2022-07-13,79.6592,94.889,79.9497,58.12,,
2022-07-14,79.871,94.6131,80.0078,57.61,,
2022-07-15,79.8797,94.4034,80.0134,57.53,,
2022-07-18,79.8958,95.0446,80.6607,57.8,,
2022-07-19,79.9478,95.7364,81.1939,57.97,,
2022-07-20,79.9738,96.0229,81.8415,57.88,,
2022-07-21,79.9763,95.9332,81.6889,57.84,,
2022-07-22,79.9101,95.5879,81.4572,57.96,,
2022-07-25,79.8488,95.5769,81.4458,58.54,,
2022-07-26,79.7948,96.2182,81.5636,58.37,,
2022-07-27,79.8967,96.2633,80.979,58.36,,
2022-07-28,79.7434,97.0642,81.5435,58.93,,
2022-07-29,79.4203,96.8986,81.1675,59.73,,
2022-08-01,79.169,96.4247,80.8991,59.72,,
2022-08-02,78.6082,96.1667,80.5881,60.04,,
2022-08-03,78.8427,95.9847,80.2198,59.17,,
2022-08-04,79.5427,96.6009,80.87,59.29,,
2022-08-05,79.1158,96.0677,80.9149,59.33,,
2022-08-08,79.5785,96.1032,81.0279,58.8,,
2022-08-10,79.5033,95.9695,81.1522,58.86,,
2022-08-11,79.4881,97.0322,81.8452,59.78,,
2022-08-17,79.4335,96.1839,80.768,59.05,,
2022-08-18,79.6667,95.744,80.9658,58.89,,
2022-08-19,79.7528,94.9819,80.4179,58.51,,
2022-08-22,79.8703,94.4259,80.1062,58.26,,
2022-08-23,79.8903,93.828,79.2517,58.16,,
2022-08-24,79.7927,94.2229,79.3352,58.36,,
2022-08-25,79.8705,94.6135,79.9962,58.44,,
2022-08-26,79.9097,94.3371,79.6236,58.37,,
2022-08-29,80.0906,93.4801,79.6085,57.71,,
2022-08-30,79.7194,93.3546,79.712,57.54,,
2022-09-01,79.397,92.0121,79.5494,56.96,,
2022-09-02,79.7888,92.072,79.5292,56.85,,
2022-09-05,79.8936,91.5671,79.0483,56.9,,
2022-09-06,79.8893,92.4569,79.549,56.59,,
2022-09-07,79.922,91.7291,79.07,55.46,,
2022-09-08,79.6712,91.7483,79.7551,55.49,,
2022-09-09,79.6358,92.3467,80.1832,55.72,,
2022-09-12,79.6776,92.5742,80.3671,55.56,,
2022-09-13,79.064,92.6809,80.2268,55.62,,
2022-09-14,79.5837,91.4024,79.3391,55.4,,
2022-09-15,79.583,91.6186,79.2726,55.41,,
2022-09-16,79.818,91.232,79.7164,55.6,,
2022-09-19,79.6657,90.8258,79.5244,55.59,,
2022-09-20,79.6778,91.1647,79.9498,55.58,,
2022-09-21,79.9226,90.823,79.4079,55.61,,
2022-09-22,80.7246,90.6387,79.2608,55.57,,
2022-09-23,80.9165,90.9156,79.5064,56.91,,
2022-09-26,81.575,86.6153,78.7095,56.71,,
2022-09-27,81.372,87.93,78.5837,56.39,,
2022-09-28,81.9005,87.4681,78.3444,56.6,,
2022-09-29,81.8633,88.2115,79.0952,56.59,,
2022-09-30,81.5522,90.7703,80.1093,56.44,,
2022-10-03,81.7417,91.8106,80.2409,56.41,,
2022-10-04,81.4267,92.4714,80.2677,56.22,,
2022-10-06,81.7044,92.5221,80.9603,56.53,,
2022-10-07,82.4,91.6942,80.546,56.82,,
2022-10-10,82.4028,91.3254,80.1554,56.7,,
2022-10-11,82.3901,90.8252,79.7855,56.51,,
2022-10-12,82.2411,90.4126,79.9718,56.25,,
2022-10-13,82.4013,91.2001,79.921,56.11,,
2022-10-14,82.3877,93.3277,80.6845,55.89,,
2022-10-17,82.4047,92.9976,80.2935,55.42,,
2022-10-18,82.2279,93.3627,81.0153,55.23,,
2022-10-19,82.3735,93.0974,81.0121,55.16,,
2022-10-20,83.2042,93.3618,81.4192,55.49,,
2022-10-21,82.8619,92.6606,80.9251,55.09,,
2022-10-25,82.7626,93.4075,81.6988,55.58,,
2022-10-27,82.3889,95.6228,82.9063,56.57,,
2022-10-28,82.4092,95.1129,82.1405,56.25,,
2022-10-31,82.3934,95.5351,81.9232,55.74,,
2022-11-01,82.7126,95.4382,82.1435,55.93,,
2022-11-02,82.765,95.2156,81.7856,56.16,,
2022-11-03,82.8835,94.4369,81.3645,56.16,,
2022-11-04,82.5287,92.5928,80.7191,55.78,,
2022-11-07,82.2112,93.1327,81.7579,55.84,,
2022-11-09,81.48,93.9817,81.9759,55.89,,
2022-11-10,81.7421,93.1827,82.0069,55.91,,
2022-11-11,80.6483,94.4929,82.4661,56.96,,
2022-11-14,81.2332,95.5059,83.7455,58.27,,
2022-11-15,81.428,95.8929,84.1309,58.02,,
2022-11-16,81.3354,96.5836,84.4115,58.17,,
2022-11-17,81.6335,97.1945,84.7726,58.53,,
2022-11-18,81.6975,97.2271,84.7078,58.42,,
2022-11-21,81.7732,96.7731,84.0819,58.18,,
2022-11-22,81.7742,96.8828,83.8611,57.66,,
2022-11-23,81.8165,97.2635,84.4924,57.88,,
2022-11-24,81.7655,98.842,85.3125,58.86,,
2022-11-25,81.5289,98.6576,84.8732,58.79,,
2022-11-28,81.7545,98.688,84.7881,59.13,,
2022-11-29,81.7121,98.0665,84.8248,58.96,,
2022-11-30,81.597,97.7543,84.4507,58.95,,
2022-12-01,81.1512,98.167,84.7467,59.49,,
2022-12-02,81.1771,99.3099,85.4643,60.07,,
2022-12-05,81.5855,100.584,86.2718,60.62,,
2022-12-06,82.28,100.2,86.2558,59.94,,
2022-12-07,82.5391,100.0088,86.282,59.93,,
2022-12-08,82.2844,100.4045,86.5171,60.17,,
2022-12-09,82.2092,100.8241,86.9313,60.41,,
2022-12-12,82.6425,101.0272,86.8854,60.31,,
2022-12-13,82.7154,101.6302,87.2835,60.13,,
2022-12-14,82.517,102.0295,87.7695,60.91,,
2022-12-15,82.4822,102.2306,87.9046,60.8,,
2022-12-16,82.8184,101.1903,88.2629,60.35,,
2022-12-19,82.6405,100.6473,87.767,60.76,,
2022-12-20,82.7902,100.4466,87.746,62.3,,
2022-12-21,82.7736,100.6693,87.8443,62.65,,
2022-12-22,82.6679,100.247,88.0226,62.72,,
2022-12-23,82.8685,99.7654,87.9025,62.46,,
2022-12-26,82.7373,99.897,87.9415,62.39,,
2022-12-27,82.7936,100.0958,88.2276,62.33,,
2022-12-28,82.9183,99.7679,88.2986,61.9,,
2022-12-29,82.8346,99.7213,88.004,62.0,,
2022-12-30,82.7862,99.7436,88.1496,62.45,,
2023-01-02,82.6287,99.7576,88.3753,63.11,,
2023-01-03,82.7817,99.9131,88.2508,63.78,,
2023-01-04,82.9052,99.3829,87.6546,63.41,,
2023-01-05,82.6973,99.6238,87.7992,62.49,,
2023-01-06,82.6348,98.4731,86.9235,61.63,,
2023-01-09,82.3662,100.0387,87.9528,62.47,,
2023-01-10,82.2108,100.0555,88.2829,62.35,,
2023-01-11,81.7029,99.439,87.8551,61.74,,
2023-01-12,81.7187,99.2425,87.9566,62.06,,
2023-01-13,81.4328,99.2764,88.2628,63.1,,
2023-01-16,81.3719,99.7272,88.346,63.76,,
2023-01-17,81.7727,99.7649,88.5626,63.52,,
2023-01-18,81.648,100.3361,88.0574,62.38,,
2023-01-19,81.3577,100.4062,87.8848,63.63,,
2023-01-20,81.2196,100.5352,87.9884,62.92,,
2023-01-23,81.2757,100.8978,88.5401,62.49,,
2023-01-24,81.602,101.0951,88.7841,62.71,,
2023-01-25,81.6263,100.6523,89.0135,62.59,,
2023-01-27,81.5445,100.9592,88.6584,62.77,,
2023-01-30,81.6552,101.1915,88.7331,63.04,,
2023-01-31,81.7387,100.8983,88.5982,62.77,,
2023-02-01,81.8494,100.839,88.9938,62.84,,
2023-02-02,81.9536,101.534,90.2555,63.68,,
2023-02-03,82.2296,100.4813,89.5985,63.94,,
2023-02-06,82.454,99.4901,89.0069,62.58,,
2023-02-07,82.6959,99.6706,88.8204,62.57,,
2023-02-08,82.6746,99.6152,88.7561,63.01,,
2023-02-09,82.6103,99.8918,88.7014,62.91,,
2023-02-10,82.5787,99.9615,88.5668,62.76,,
2023-02-13,82.7046,99.7241,88.3109,62.57,,
2023-02-14,82.7163,100.4303,88.8081,62.67,,
2023-02-15,82.8621,100.5869,88.7276,62.18,,
2023-02-16,82.6414,99.4936,88.4494,61.71,,
2023-02-17,82.8085,98.854,88.058,61.45,,
2023-02-20,82.6902,99.5739,88.4102,61.67,,
2023-02-21,82.7562,99.5579,88.3202,61.58,,
2023-02-22,82.8434,100.2803,88.2818,61.43,,
2023-02-23,82.7628,99.8517,87.9178,61.4,,
2023-02-24,82.7432,99.4937,87.7045,61.49,,
2023-02-27,82.9145,99.0121,87.4085,60.84,,
2023-02-28,82.6816,99.601,87.5471,60.68,,
2023-03-01,82.5467,99.4732,87.4995,60.55,,
2023-03-02,82.5555,98.9532,87.8302,60.4,,
2023-03-03,82.2643,98.5208,87.3241,60.27,,
2023-03-06,81.7448,98.3161,86.9688,60.18,,
2023-03-08,82.089,97.0642,86.4769,59.61,,
2023-03-09,81.9159,97.1086,86.4213,59.92,,
2023-03-10,82.0147,97.7927,86.8366,59.98,,
2023-03-13,81.9132,99.2215,87.8393,60.94,,
2023-03-14,82.3619,100.1845,88.1047,61.64,,
2023-03-15,82.4955,100.2485,88.5452,61.22,,
2023-03-16,82.6841,99.8063,87.6672,62.22,,
2023-03-17,82.4663,100.2477,87.809,62.03,,
2023-03-20,82.503,100.4672,88.0109,62.73,,
2023-03-21,82.6799,101.2812,88.5237,62.89,,
2023-03-23,82.159,101.2725,89.6262,62.87,,
2023-03-24,82.2378,100.9836,89.0624,63.13,,
2023-03-27,82.3558,100.6761,88.5786,62.76,,
2023-03-28,82.2068,101.2536,88.8968,62.85,,
2023-03-29,82.3603,101.4306,89.1709,62.45,,
2023-03-31,82.2169,101.8728,89.6076,61.8,,
2023-04-03,82.3867,101.2412,89.0496,61.62,,
2023-04-05,82.1892,102.6061,90.0109,62.49,,
2023-04-06,81.9753,102.0806,89.3411,62.42,,
2023-04-10,81.9105,101.6411,89.2966,61.8,,
2023-04-11,82.0881,101.9003,89.4016,61.56,,
2023-04-12,82.0712,102.0134,89.6398,61.35,,
2023-04-13,81.9755,102.3705,90.0561,61.49,,
2023-04-17,81.9456,101.7469,90.0402,61.16,,
2023-04-18,82.0734,101.7705,89.7702,61.07,,
2023-04-19,82.1202,101.9604,89.9391,60.98,,
2023-04-20,82.1635,102.2421,90.1191,61.06,,
2023-04-21,82.1542,102.1034,90.0618,61.39,,
2023-04-24,82.0495,101.9367,90.1133,61.12,,
2023-04-25,81.8994,102.2776,90.5223,61.05,,
2023-04-26,81.9155,101.8679,90.1125,61.25,,
2023-04-27,81.6526,101.8349,90.2621,61.03,,
2023-04-28,81.7829,102.0274,90.0871,60.36,,
2023-05-02,81.7625,102.1955,89.8494,59.42,,
2023-05-03,81.8552,102.229,90.211,60.17,,
2023-05-04,81.7353,102.7827,90.5355,60.9,,
2023-05-08,81.7606,103.4746,90.298,60.7,,
2023-05-09,82.0231,103.6083,90.1762,60.86,,
2023-05-10,82.024,103.5613,90.0088,60.59,,
2023-05-11,82.0431,103.4996,89.9449,61.12,,
2023-05-12,82.1606,102.9407,89.8163,60.98,,
2023-05-15,82.2841,102.605,89.4055,60.46,,
2023-05-16,82.2735,102.6291,89.4022,60.51,,
2023-05-17,82.3695,102.6533,89.4626,60.23,,
2023-05-18,82.4783,102.7757,89.3191,59.98,,
2023-05-19,82.6989,102.6266,89.1373,59.83,,
2023-05-22,82.7982,103.0363,89.5926,60.05,,
2023-05-23,82.7961,102.9073,89.4844,59.78,,
2023-05-24,82.7207,102.9873,89.2347,59.74,,
2023-05-25,82.7477,102.2342,88.8385,59.3,,
2023-05-26,82.7182,102.034,88.7892,59.2,,
2023-05-29,82.5497,102.0386,88.6551,58.83,,
2023-05-30,82.7332,102.0724,88.4583,58.81,,
2023-05-31,82.6773,102.3787,88.3572,59.3,,
2023-06-01,82.4562,102.5557,88.0687,59.02,,
2023-06-02,82.3175,103.2174,88.6642,59.27,,
2023-06-05,82.5768,102.5323,88.306,58.87,,
2023-06-06,82.6396,102.8279,88.6646,59.28,,
2023-06-07,82.5339,102.402,88.1049,59.24,,
2023-06-08,82.5795,102.8049,88.4674,59.04,,
2023-06-09,82.4251,103.5452,88.8455,59.13,,
2023-06-12,82.4553,103.6974,88.64,59.11,,
2023-06-13,82.3907,103.4574,88.9347,59.05,,
2023-06-14,82.3141,103.8025,88.7812,58.74,,
2023-06-15,82.1982,103.9555,88.8837,58.16,,
2023-06-16,81.8834,104.9008,89.7256,58.18,,
2023-06-19,81.9658,105.0414,89.6017,57.85,,
2023-06-20,82.1157,104.9756,89.7514,57.82,,
2023-06-21,82.0951,104.8305,89.5887,57.83,,
2023-06-22,81.9188,104.4514,89.9654,57.74,,
2023-06-23,82.051,104.3218,89.6615,57.27,,
2023-06-26,81.9729,104.3275,89.3843,57.15,,
2023-06-27,81.962,104.4098,89.5347,57.07,,
2023-06-28,82.0124,104.3619,89.7456,56.97,,
2023-06-30,82.0428,103.5074,89.1258,56.77,,
2023-07-03,81.863,103.7826,89.1483,56.56,,
2023-07-04,81.9689,104.0235,89.3537,56.7,,
2023-07-05,82.1616,104.3682,89.3787,56.78,,
2023-07-06,82.4572,104.8416,89.593,57.34,,
2023-07-07,82.6773,105.3816,90.0747,57.6,,
2023-07-10,82.6335,105.7885,90.4798,57.94,,
2023-07-11,82.3533,106.2758,90.7506,58.5,,
2023-07-12,82.2817,106.6662,90.7693,59.03,,
2023-07-13,82.1201,106.8295,91.5064,59.25,,
2023-07-14,82.1021,107.638,92.0994,59.51,,
2023-07-17,82.146,107.4431,92.2905,59.33,,
2023-07-18,82.0486,107.3606,92.2823,59.24,,
2023-07-19,82.1029,106.3479,92.1315,58.9,,
2023-07-20,82.0446,106.0388,91.9928,58.79,,
2023-07-21,82.0217,105.7555,91.4017,58.51,,
2023-07-24,81.9246,105.4462,91.1559,57.87,,
2023-07-25,81.8088,105.103,90.6572,57.84,,
2023-07-26,81.988,105.741,90.717,58.29,,
2023-07-27,81.9923,106.2112,90.9584,58.51,,
2023-07-28,82.2465,105.2761,90.316,58.95,,
2023-07-31,82.2481,105.7645,90.5787,58.06,,
2023-08-01,82.2833,105.5777,90.4595,57.69,,
2023-08-02,82.5347,105.3445,90.6468,57.8,,
2023-08-03,82.7171,105.0187,90.466,57.61,,
2023-08-04,82.7978,105.2984,90.6713,58.11,,
2023-08-07,82.7431,105.2581,90.8376,58.18,,
2023-08-08,82.7968,105.6885,91.0621,57.87,,
2023-08-09,82.8166,105.7491,90.8708,57.85,,
2023-08-10,82.8372,105.4413,91.0602,57.52,,
2023-08-11,82.7796,105.2349,91.0233,57.19,,
2023-08-14,82.9521,105.2059,90.6982,57.29,,
