Month,Exports_INR_Cr,Exports_USD_Mn,Imports_INR_Cr,Imports_USD_Mn,Trade_Balance_INR_Cr,Trade_Balance_USD_Mn,NonOil_Balance_INR_Cr,NonOil_Balance_USD_Mn
2024-07-01,273183.5882616,32679.534543,240862.9439894,28813.183648,121161.8264476,14493.96031,-135142.5098628,-16166.396931
2024-08-01,275935.7037665,32890.092243,240658.4443119,28685.227489,101739.491031,12126.815014,-232373.9599161,-27697.760103
2024-09-01,285611.4460833,34079.176777,249557.9860518,29777.275537,124916.1186091,14904.999586,-117644.5113976,-14037.35084
2024-10-01,327572.8491335,38983.077189,290487.633073,34569.720452,158682.6731382,18884.162486,-97605.5790911,-11615.632528
2024-11-01,269481.181528,31942.523366,239774.1378605,28421.246187,134208.3800869,15908.17692,-165346.5402741,-19599.089004
2024-12-01,321282.2312338,37804.047023,281260.7993882,33094.878735,115542.5969791,13595.45396,-100185.7733645,-11788.475602
2025-01-01,313476.6798962,36338.507803,283477.3069918,32860.952655,115941.1008814,13440.000001,-113261.5446156,-13129.383169
2025-02-01,321327.2893957,36910.921551,271542.4994176,31192.134069,103527.8881884,11892.266494,-68592.8291527,-7879.270152
2025-03-01,364290.7256293,42047.598945,321879.8214295,37152.396953,164684.443989,19008.40442,-63646.9914304,-7346.338891
2025-04-01,327560.5478629,38283.772069,266606.50149,31159.743149,177124.5607542,20701.504988,-115679.2149305,-13520.055074
2025-05-01,326307.1187649,38303.588166,279991.2564259,32866.796836,125612.8114145,14745.070293,-112820.4092196,-13243.433182
2025-06-01,300480.2284653,34978.851579,262131.3344179,30514.66341,118498.0294088,13794.335194,-83904.369785,-9767.29326
2025-07-01,318775.967922,37017.645092,283230.2337844,32889.920618,134051.266753,15566.613195,-141475.1333692,-16428.704394
2025-08-01,304303.2510671,34770.202664,267810.674927,30600.499364,116061.9780881,13261.437383,-158528.7310123,-18113.760267
2025-09-01,319145.6659194,36134.088861,277502.5574319,31419.20179,123906.4754788,14028.852809,-208855.7875652,-23646.924559
2025-10-01,301601.504288,34111.488826,268874.8416898,30410.064358,130752.2316043,14788.232923,-278772.0606465,-31529.451688
2025-11-01,336468.8321308,37879.713986,303781.3850759,34199.756067,125314.7142979,14107.950222,-130337.9920627,-14673.471573
2025-12-01,344494.088522,38238.330299,307287.0936058,34108.409331,129693.0882282,14395.739463,-143892.8434286,-15971.891052
2026-01-01,331182.0968965,36474.160819,297801.8794575,32797.888976,121705.0162135,13403.769002,-227224.5026046,-25024.972953
2026-02-01,332253.1247404,36619.662258,301222.8308796,33199.622553,117638.1766718,12965.627626,-159176.5382849,-17543.826209
