Date,Total_Reserves_INR_Cr,Total_Reserves_USD_Mn,FCA_INR_Cr,FCA_USD_Mn,Gold_INR_Cr,Gold_USD_Mn,SDR_INR_Cr,SDR_USD_Mn,IMF_INR_Cr,IMF_USD_Mn
2009-07-10,1284209.0,263917.0,1231238.0,252873.0,46914.0,9800.0,3.0,1.0,6054.0,1243.0
2009-07-17,1295260.0,266187.0,1242265.0,255138.0,46914.0,9800.0,3.0,1.0,6078.0,1248.0
2009-07-24,1294687.0,267711.0,1241708.0,256657.0,46914.0,9800.0,3.0,1.0,6062.0,1253.0
2009-07-31,1308220.0,271641.0,1255197.0,260631.0,46576.0,9671.0,3.0,1.0,6444.0,1338.0
2009-08-07,1298440.0,271239.0,1245408.0,260219.0,46576.0,9671.0,3.0,1.0,6453.0,1348.0
2009-08-14,1308131.0,271025.0,1255067.0,260010.0,46576.0,9671.0,1.0,,6487.0,1344.0
2009-08-21,1324962.0,271957.0,1271813.0,260938.0,46576.0,9671.0,1.0,,6572.0,1348.0
2009-08-28,1349895.0,276362.0,1273175.0,260523.0,46576.0,9671.0,23560.0,4821.0,6584.0,1347.0
2009-09-04,1357418.0,277649.0,1279240.0,261657.0,48041.0,9828.0,23554.0,4818.0,6583.0,1346.0
2009-09-11,1363389.0,280978.0,1283392.0,264562.0,48041.0,9828.0,25336.0,5223.0,6620.0,1365.0
2009-09-18,1353442.0,280770.0,1273653.0,264353.0,48041.0,9828.0,25171.0,5224.0,6577.0,1365.0
2009-09-25,1343894.0,279910.0,1264262.0,263498.0,48041.0,9828.0,25047.0,5220.0,6544.0,1364.0
2009-10-01,,,,,,,,,,
2009-10-02,1341887.0,280340.0,1260943.0,263465.0,49556.0,10316.0,24886.0,5200.0,6502.0,1359.0
2009-10-09,1312241.0,281861.0,1231979.0,264942.0,49556.0,10316.0,24345.0,5235.0,6361.0,1368.0
2009-10-16,1319760.0,284836.0,1239564.0,267898.0,49556.0,10316.0,24293.0,5250.0,6347.0,1372.0
2009-10-23,1327874.0,285520.0,1246475.0,268348.0,49556.0,10316.0,24464.0,5267.0,7379.0,1589.0
2009-10-30,1335502.0,284391.0,1252740.0,266768.0,50718.0,10800.0,24618.0,5242.0,7426.0,1581.0
2009-11-06,1336559.0,285414.0,1226485.0,261957.0,82181.0,17500.0,24619.0,5258.0,3274.0,699.0
2009-11-13,1332453.0,286376.0,1222508.0,262905.0,82181.0,17500.0,24505.0,5270.0,3259.0,701.0
2009-11-20,1329803.0,285344.0,1219830.0,261878.0,82181.0,17500.0,24530.0,5266.0,3262.0,700.0
2009-11-27,1342415.0,286723.0,1228524.0,262449.0,82181.0,17500.0,24855.0,5310.0,6855.0,1484.0
2009-12-04,1329519.0,287374.0,1213723.0,262427.0,84508.0,18182.0,24524.0,5303.0,6764.0,1462.0
2009-12-11,1329201.0,285742.0,1213549.0,260866.0,84508.0,18182.0,24411.0,5247.0,6733.0,1447.0
2009-12-18,1328189.0,283643.0,1212715.0,258851.0,84508.0,18182.0,24272.0,5181.0,6694.0,1429.0
2009-12-25,1325132.0,283499.0,1209769.0,258719.0,84508.0,18182.0,24185.0,5172.0,6670.0,1426.0
2010-01-01,1322680.0,283521.0,1206530.0,258634.0,85387.0,18292.0,24113.0,5169.0,6650.0,1426.0
2010-01-08,1303529.0,284262.0,1188080.0,259406.0,85387.0,18292.0,23563.0,5145.0,6499.0,1419.0
2010-01-15,1304176.0,285161.0,1188603.0,260259.0,85387.0,18292.0,23660.0,5181.0,6526.0,1429.0
2010-01-22,1307259.0,282938.0,1191556.0,258080.0,85387.0,18292.0,23762.0,5147.0,6554.0,1419.0
2010-01-29,1302793.0,280955.0,1188753.0,256362.0,83724.0,18056.0,23762.0,5124.0,6554.0,1413.0
2010-02-05,1297351.0,278714.0,1183438.0,254175.0,83724.0,18056.0,23664.0,5082.0,6525.0,1401.0
2010-02-12,1296997.0,279199.0,1183320.0,254696.0,83724.0,18056.0,23479.0,5054.0,6474.0,1393.0
2010-02-19,1294806.0,278672.0,1181281.0,254203.0,83724.0,18056.0,23360.0,5027.0,6441.0,1386.0
2010-02-26,1286848.0,278357.0,1174202.0,253991.0,82845.0,17920.0,23360.0,5053.0,6441.0,1393.0
2010-03-05,1275462.0,278431.0,1163140.0,254072.0,82845.0,17920.0,23106.0,5047.0,6371.0,1392.0
2010-03-12,1272666.0,279708.0,1160432.0,255321.0,82845.0,17920.0,23037.0,5069.0,6352.0,1398.0
2010-03-19,1266569.0,278193.0,1154487.0,253845.0,82845.0,17920.0,22918.0,5039.0,6319.0,1389.0
2010-03-26,1257706.0,277042.0,1145991.0,252755.0,82845.0,17920.0,22630.0,4991.0,6240.0,1376.0
2010-04-02,1259840.0,279096.0,1149851.0,254730.0,81188.0,17986.0,22576.0,5001.0,6225.0,1379.0
2010-04-09,1243346.0,280028.0,1133866.0,255663.0,81188.0,17986.0,22177.0,5000.0,6115.0,1379.0
2010-04-16,1247286.0,280089.0,1137571.0,255691.0,81188.0,17986.0,22361.0,5026.0,6166.0,1386.0
2010-04-23,1245865.0,279476.0,1136334.0,255127.0,81188.0,17986.0,22217.0,4988.0,6126.0,1375.0
2010-04-30,1242691.0,279633.0,1132211.0,254773.0,82377.0,18537.0,22142.0,4982.0,5961.0,1341.0
2010-05-07,1256981.0,276238.0,1146215.0,251473.0,82377.0,18537.0,22367.0,4907.0,6022.0,1321.0
2010-05-14,1231355.0,273300.0,1121171.0,248597.0,82377.0,18537.0,21909.0,4858.0,5898.0,1308.0
2010-05-21,1278787.0,273364.0,1167350.0,248637.0,82377.0,18537.0,22896.0,4877.0,6164.0,1313.0
2010-05-28,1261852.0,271970.0,1150761.0,247263.0,82377.0,18537.0,22623.0,4861.0,6091.0,1309.0
2010-06-04,1264764.0,271093.0,1145993.0,245552.0,90220.0,19423.0,22495.0,4820.0,6056.0,1298.0
2010-06-11,1276454.0,272783.0,1157582.0,247241.0,90220.0,19423.0,22574.0,4821.0,6078.0,1298.0
2010-06-18,1273921.0,275969.0,1155206.0,250370.0,90220.0,19423.0,22450.0,4866.0,6045.0,1310.0
2010-06-25,1288890.0,276980.0,1169937.0,251383.0,90220.0,19423.0,22637.0,4864.0,6096.0,1310.0
2010-07-02,1298784.0,278267.0,1176936.0,252129.0,92704.0,19894.0,22961.0,4919.0,6183.0,1325.0
2010-07-09,1305995.0,279422.0,1184027.0,253268.0,92704.0,19894.0,23056.0,4932.0,6208.0,1328.0
2010-07-16,1318898.0,281901.0,1196568.0,255677.0,92704.0,19894.0,23341.0,4987.0,6285.0,1343.0
2010-07-23,1329014.0,282938.0,1206557.0,256714.0,92704.0,19894.0,23441.0,4987.0,6312.0,1343.0
2010-07-30,1320311.0,284183.0,1201227.0,258551.0,89564.0,19278.0,23257.0,5006.0,6263.0,1348.0
2010-08-06,1323258.0,287356.0,1201486.0,261079.0,89564.0,19278.0,23197.0,5041.0,9012.0,1958.0
2010-08-13,1317003.0,282790.0,1195200.0,256591.0,89564.0,19278.0,23220.0,4985.0,9020.0,1937.0
2010-08-20,1315884.0,282549.0,1194167.0,256369.0,89564.0,19278.0,23157.0,4971.0,8996.0,1931.0
2010-08-27,1324626.0,282842.0,1202654.0,256648.0,89564.0,19278.0,23341.0,4981.0,9067.0,1935.0
2010-09-03,1332447.0,285328.0,1205877.0,258384.0,94199.0,20008.0,23314.0,4995.0,9057.0,1941.0
2010-09-10,1325676.0,284500.0,1199241.0,257569.0,94199.0,20008.0,23217.0,4986.0,9019.0,1937.0
2010-09-17,1324937.0,287734.0,1198657.0,260748.0,94199.0,20008.0,23105.0,5026.0,8976.0,1952.0
2010-09-24,1331003.0,291595.0,1204664.0,264529.0,94199.0,20008.0,23148.0,5083.0,8992.0,1975.0
2010-10-01,1314789.0,294158.0,1190753.0,266507.0,92157.0,20516.0,22960.0,5139.0,8919.0,1996.0
2010-10-08,1313835.0,295792.0,1189829.0,268100.0,92157.0,20516.0,22938.0,5168.0,8911.0,2008.0
2010-10-15,1307022.0,296433.0,1183008.0,268682.0,92157.0,20516.0,22944.0,5211.0,8913.0,2024.0
2010-10-22,1314288.0,295399.0,1190167.0,267694.0,92157.0,20516.0,23021.0,5178.0,8943.0,2011.0
2010-10-29,1327098.0,297956.0,1198542.0,269093.0,96510.0,21668.0,23080.0,5182.0,8966.0,2013.0
2010-11-01,,,,,,,,,,
2010-11-05,1331027.0,300214.0,1202342.0,271286.0,96510.0,21668.0,23158.0,5225.0,9017.0,2035.0
2010-11-12,1331461.0,298315.0,1203022.0,269494.0,96510.0,21668.0,22996.0,5152.0,8933.0,2001.0
2010-11-19,1347122.0,297985.0,1218285.0,269175.0,96510.0,21668.0,23283.0,5144.0,9044.0,1998.0
2010-11-26,1342061.0,293979.0,1213279.0,265255.0,96510.0,21668.0,23243.0,5082.0,9029.0,1974.0
2010-12-03,1338522.0,296390.0,1204947.0,267232.0,101857.0,22124.0,22844.0,5066.0,8874.0,1968.0
2010-12-10,1337697.0,295419.0,1203995.0,266253.0,101857.0,22124.0,22936.0,5072.0,8909.0,1970.0
2010-12-17,1338638.0,294602.0,1204870.0,265448.0,101857.0,22124.0,22983.0,5063.0,8928.0,1967.0
2010-12-24,1336212.0,295031.0,1202687.0,265905.0,101857.0,22124.0,22808.0,5043.0,8860.0,1959.0
2010-12-31,1332354.0,297334.0,1200077.0,267814.0,100686.0,22470.0,22753.0,5078.0,8838.0,1972.0
2011-01-07,1332665.0,294011.0,1200307.0,264560.0,100686.0,22470.0,22811.0,5028.0,8861.0,1953.0
2011-01-14,1346202.0,297418.0,1213434.0,267866.0,100686.0,22470.0,23106.0,5101.0,8976.0,1981.0
2011-01-21,1366233.0,299395.0,1231850.0,269551.0,100686.0,22470.0,23424.0,5126.0,10273.0,2248.0
2011-01-28,1366318.0,299172.0,1231695.0,269282.0,100686.0,22470.0,23591.0,5158.0,10346.0,2262.0
2011-02-04,1367205.0,299415.0,1232621.0,270075.0,100739.0,21924.0,23527.0,5155.0,10318.0,2261.0
2011-02-11,1367097.0,298663.0,1232626.0,269368.0,100739.0,21924.0,23448.0,5124.0,10284.0,2247.0
2011-02-18,1359924.0,300628.0,1225796.0,271314.0,100739.0,21924.0,23210.0,5137.0,10179.0,2253.0
2011-02-25,1365932.0,300786.0,1231413.0,271416.0,100739.0,21924.0,23483.0,5176.0,10297.0,2270.0
2011-03-04,1361789.0,302593.0,1228067.0,272964.0,100041.0,22143.0,23414.0,5204.0,10267.0,2282.0
2011-03-11,1364541.0,301838.0,1230885.0,272259.0,100041.0,22143.0,23368.0,5169.0,10247.0,2267.0
2011-03-18,1368708.0,303506.0,1234236.0,273727.0,100041.0,22143.0,23577.0,5229.0,10854.0,2407.0
2011-03-25,1356220.0,303482.0,1222062.0,273698.0,100041.0,22143.0,23362.0,5232.0,10755.0,2409.0
2011-04-01,1363997.0,305486.0,1227960.0,275019.0,102572.0,22972.0,20344.0,4556.0,13121.0,2939.0
2011-04-08,1358730.0,308203.0,1222907.0,277681.0,102572.0,22972.0,20214.0,4590.0,13037.0,2960.0
2011-04-15,1371147.0,307917.0,1234851.0,277370.0,102572.0,22972.0,20501.0,4605.0,13223.0,2970.0
2011-04-22,1372801.0,309705.0,1236499.0,279119.0,102572.0,22972.0,20505.0,4629.0,13225.0,2985.0
2011-04-29,1391365.0,313511.0,1251681.0,282037.0,105582.0,23790.0,20731.0,4671.0,13371.0,3013.0
2011-05-06,1385148.0,309535.0,1245431.0,278122.0,105582.0,23790.0,20751.0,4634.0,13384.0,2989.0
2011-05-13,1379691.0,307493.0,1240158.0,276143.0,105582.0,23790.0,20639.0,4596.0,13312.0,2964.0
2011-05-20,1384939.0,308534.0,1245467.0,277202.0,105582.0,23790.0,20602.0,4585.0,13288.0,2957.0
2011-05-27,1400506.0,310215.0,1260784.0,278873.0,105582.0,23790.0,20754.0,4591.0,13386.0,2961.0
2011-06-03,1403810.0,312904.0,1259873.0,280908.0,109832.0,24391.0,20733.0,4623.0,13372.0,2982.0
2011-06-10,1389326.0,310503.0,1245501.0,278511.0,109832.0,24391.0,20665.0,4621.0,13328.0,2980.0
2011-06-17,1395599.0,310562.0,1251794.0,278610.0,109832.0,24391.0,20655.0,4597.0,13318.0,2964.0
2011-06-24,1388955.0,309020.0,1245256.0,277093.0,109832.0,24391.0,20591.0,4582.0,13276.0,2954.0
2011-07-01,1411878.0,315715.0,1267626.0,283458.0,110317.0,24668.0,20632.0,4614.0,13303.0,2975.0
2011-07-08,1395671.0,314619.0,1251942.0,282414.0,110317.0,24668.0,20314.0,4582.0,13098.0,2955.0
2011-07-15,1400973.0,314507.0,1257079.0,282299.0,110317.0,24668.0,20414.0,4584.0,13162.0,2956.0
2011-07-22,1406805.0,316801.0,1262725.0,284526.0,110317.0,24668.0,20528.0,4625.0,13235.0,2982.0
2011-07-29,1409102.0,319090.0,1263683.0,286160.0,111940.0,25349.0,20355.0,4609.0,13124.0,2972.0
2011-08-05,1419552.0,317226.0,1273750.0,284319.0,111940.0,25349.0,20588.0,4595.0,13274.0,2963.0
2011-08-12,1433372.0,316605.0,1286998.0,283667.0,111940.0,25349.0,20936.0,4614.0,13498.0,2975.0
2011-08-19,1447725.0,318220.0,1301030.0,285251.0,111940.0,25349.0,21131.0,4633.0,13624.0,2987.0
2011-08-26,1465008.0,319175.0,1317927.0,286195.0,111940.0,25349.0,21369.0,4640.0,13772.0,2991.0
2011-09-02,1472740.0,320785.0,1307575.0,284875.0,130323.0,28319.0,21187.0,4616.0,13655.0,2975.0
2011-09-09,1466895.0,316497.0,1301891.0,280701.0,130323.0,28319.0,21089.0,4547.0,13592.0,2930.0
2011-09-16,1499568.0,316763.0,1333448.0,280903.0,130323.0,28319.0,21596.0,4549.0,14201.0,2992.0
2011-09-23,1542878.0,312707.0,1375531.0,276934.0,130323.0,28319.0,22335.0,4497.0,14689.0,2957.0
2011-09-30,1524081.0,311482.0,1348996.0,275699.0,140266.0,28667.0,22036.0,4504.0,12783.0,2612.0
2011-10-07,1533698.0,312231.0,1358533.0,276462.0,140266.0,28667.0,22087.0,4495.0,12812.0,2607.0
2011-10-14,1557566.0,317500.0,1382069.0,281653.0,140266.0,28667.0,22297.0,4544.0,12934.0,2636.0
2011-10-21,1590751.0,318358.0,1414549.0,282514.0,140266.0,28667.0,22743.0,4542.0,13193.0,2635.0
2011-10-28,1564500.0,320390.0,1388700.0,284445.0,140300.0,28667.0,22500.0,4606.0,13000.0,2672.0
2011-11-04,1543811.0,314665.0,1377071.0,280577.0,131442.0,26896.0,22339.0,4552.0,12959.0,2640.0
2011-11-11,1576706.0,314339.0,1409291.0,280289.0,131442.0,26896.0,22769.0,4528.44,13204.0,2626.13
2011-11-18,1578114.0,308624.0,1409945.0,274576.0,131442.0,26896.0,23246.0,4527.0,13481.0,2625.0
2011-11-25,1579001.0,304365.0,1410555.0,270377.0,131442.0,26896.0,23421.0,4489.0,13582.0,2603.0
2011-12-01,,,,,,,,,,
2011-12-02,1577944.0,306844.0,1395137.0,271692.0,146289.0,28041.0,23114.0,4501.0,13404.0,2610.0
2011-12-09,1602118.0,306775.0,1418757.0,271636.0,146289.0,28041.0,23464.0,4493.0,13607.0,2605.0
2011-12-16,1593597.0,302100.0,1409858.0,266968.0,146289.0,28041.0,23444.0,4439.0,14006.0,2652.0
2011-12-23,1584610.0,300862.4,1400540.0,265656.4,146290.0,28040.8,23450.0,4447.7,14330.0,2717.5
2011-12-30,1580470.0,296688.7,1400650.0,262933.3,141810.0,26620.3,23590.0,4429.0,14420.0,2706.1
2012-01-06,1550620.0,293541.4,1371280.0,259809.9,141810.0,26620.3,23300.0,4414.2,14230.0,2697.0
2012-01-13,1509360.0,292524.9,1331010.0,258800.9,141810.0,26620.3,22680.0,4409.5,13860.0,2694.2
2012-01-20,1483790.0,293256.7,1306090.0,259505.5,141810.0,26620.3,22280.0,4426.4,13610.0,2704.5
2012-01-27,1469000.0,293930.1,1291490.0,260119.6,141810.0,26620.3,22160.0,4463.2,13540.0,2727.0
2012-02-03,1440140.0,293753.1,1272070.0,259817.4,132780.0,26727.6,21910.0,4474.3,13380.0,2733.8
2012-02-10,1456450.0,293383.9,1287890.0,259446.8,132780.0,26727.6,22210.0,4474.9,13570.0,2734.6
2012-02-17,1445280.0,293439.7,1277170.0,259534.3,132780.0,26727.6,21930.0,4455.6,13400.0,2722.2
2012-02-24,1449430.0,295047.6,1281230.0,261101.7,132780.0,26727.6,21990.0,4480.9,13430.0,2737.4
2012-03-02,1454630.0,294988.8,1281110.0,259596.3,137660.0,28127.7,22000.0,4457.1,13860.0,2807.7
2012-03-09,1467350.0,293959.0,1293410.0,258578.7,137660.0,28127.7,22260.0,4449.6,14020.0,2803.0
2012-03-16,1479400.0,294821.4,1305490.0,259489.3,137660.0,28127.7,22240.0,4419.9,14010.0,2784.5
2012-03-23,1497020.0,295140.0,1322340.0,259740.5,137660.0,28127.7,22650.0,4448.5,14370.0,2823.3
2012-03-30,1506130.0,294397.5,1330510.0,260068.7,138250.0,27023.1,22860.0,4469.3,14510.0,2836.4
2012-04-06,1495700.0,292927.4,1320410.0,258650.1,138250.0,27023.1,22660.0,4437.8,14380.0,2816.4
2012-04-13,1506630.0,293141.2,1330570.0,258765.2,138250.0,27023.1,22890.0,4452.0,14920.0,2900.9
2012-04-20,1529660.0,294602.9,1353130.0,260218.3,138250.0,27023.1,23180.0,4457.2,15100.0,2904.3
2012-04-27,1551860.0,295361.2,1374710.0,260954.7,138250.0,27023.1,23550.0,4470.4,15350.0,2913.0
2012-05-04,1571730.0,293173.3,1392360.0,259188.6,139800.0,26617.9,23960.0,4460.4,15610.0,2906.4
2012-05-11,1562250.0,291802.0,1383160.0,257859.6,139800.0,26617.9,23790.0,4434.8,15500.0,2889.7
2012-05-18,1585240.0,290000.5,1405570.0,256117.2,139800.0,26617.9,24140.0,4399.3,15730.0,2866.1
2012-05-25,1597930.0,288258.8,1417810.0,254406.2,139800.0,26617.9,24410.0,4380.7,15910.0,2854.0
2012-06-01,1599800.0,285856.9,1415300.0,253093.7,144350.0,25585.0,24310.0,4346.5,15840.0,2831.7
2012-06-08,1593640.0,287378.7,1409430.0,254593.5,144350.0,25585.0,24140.0,4359.8,15720.0,2840.4
2012-06-15,1615360.0,289396.1,1430400.0,256526.9,144350.0,25585.0,24450.0,4385.5,16160.0,2898.7
2012-06-22,1643420.0,288627.7,1457700.0,255783.1,144350.0,25585.0,24910.0,4370.7,16460.0,2888.9
2012-06-29,1632950.0,289992.2,1446930.0,256958.4,145060.0,25760.2,24660.0,4379.1,16300.0,2894.5
2012-07-06,1596300.0,287622.4,1411190.0,254636.4,145060.0,25760.2,24110.0,4350.3,15940.0,2875.5
2012-07-13,1597730.0,286749.7,1416750.0,254536.7,145060.0,25760.2,24100.0,4329.2,11820.0,2123.6
2012-07-20,1587660.0,287338.7,1406890.0,255102.2,145060.0,25760.2,23960.0,4345.0,11750.0,2131.3
2012-07-27,1601730.0,288649.9,1420670.0,256393.2,145060.0,25760.2,24150.0,4358.5,11850.0,2138.0
2012-08-03,1620870.0,289152.1,1441000.0,256953.9,143510.0,25714.7,24390.0,4349.8,11970.0,2133.7
2012-08-10,1601470.0,289169.9,1421800.0,256919.8,143510.0,25714.7,24060.0,4348.3,12100.0,2187.1
2012-08-17,1609560.0,288919.4,1429580.0,256656.8,143510.0,25714.7,24270.0,4356.6,12200.0,2191.3
2012-08-24,1608120.0,290179.3,1428100.0,257872.5,143510.0,25714.7,24290.0,4386.0,12220.0,2206.1
2012-08-31,1618460.0,290461.6,1435460.0,257620.1,146210.0,26239.4,24480.0,4392.7,12310.0,2209.4
2012-09-07,1622010.0,292040.2,1439030.0,259178.4,146210.0,26239.4,24460.0,4406.2,12310.0,2216.2
2012-09-14,1614200.0,294476.8,1431210.0,261516.7,146210.0,26239.4,24470.0,4471.6,12310.0,2249.1
2012-09-21,1589440.0,293974.4,1407100.0,261031.1,146210.0,26239.4,24040.0,4460.4,12090.0,2243.5
2012-09-28,1553570.0,294812.2,1369910.0,259958.4,148250.0,28132.9,23450.0,4450.9,11960.0,2270.0
2012-10-05,1525980.0,295039.5,1342990.0,260176.7,148250.0,28132.9,23010.0,4456.9,11730.0,2273.0
2012-10-12,1553980.0,294875.8,1370340.0,260026.6,148250.0,28132.9,23440.0,4447.9,11950.0,2268.4
2012-10-19,1583060.0,295235.2,1398690.0,260377.9,148250.0,28132.9,23920.0,4453.2,12200.0,2271.2
2012-10-26,1581010.0,295290.8,1396870.0,260464.8,148250.0,28132.9,23770.0,4432.5,12120.0,2260.6
2012-11-02,1580830.0,294340.5,1392370.0,259459.0,152550.0,28189.3,23760.0,4428.4,12150.0,2263.8
2012-11-09,1594580.0,293559.0,1405820.0,258707.2,152550.0,28189.3,23960.0,4408.8,12250.0,2253.7
2012-11-16,1611680.0,293526.3,1422580.0,258690.8,152550.0,28189.3,24190.0,4398.0,12360.0,2248.2
2012-11-23,1629100.0,294981.0,1439720.0,260138.2,152550.0,28189.3,24370.0,4402.8,12460.0,2250.7
2012-11-30,1605850.0,294509.7,1417750.0,260012.5,151600.0,27803.1,24150.0,4429.7,12350.0,2264.4
2012-12-07,1599820.0,294993.9,1411990.0,260505.2,151600.0,27803.1,23960.0,4420.8,12270.0,2264.8
2012-12-14,1613710.0,296631.6,1425620.0,262119.7,151600.0,27803.1,24130.0,4436.2,12360.0,2272.6
2012-12-21,1631960.0,296538.8,1442980.0,261949.8,151600.0,27803.1,24520.0,4452.0,12860.0,2333.9
2012-12-28,1625760.0,296578.4,1437080.0,262013.7,151600.0,27803.1,24330.0,4436.1,12750.0,2325.5
2013-01-04,1617710.0,294990.5,1431820.0,261062.0,149100.0,27219.8,24140.0,4401.4,12650.0,2307.3
2013-01-11,1616380.0,296252.4,1430430.0,262276.1,149100.0,27219.8,24180.0,4432.7,12670.0,2323.8
2013-01-18,1597310.0,295672.1,1411400.0,261629.3,149100.0,27219.8,23930.0,4435.0,12880.0,2388.0
2013-01-25,1595180.0,295749.7,1409340.0,261708.6,149100.0,27219.8,23880.0,4433.9,12860.0,2387.4
2013-02-01,1573800.0,295154.5,1393480.0,261323.1,143750.0,26974.9,23770.0,4456.8,12800.0,2399.7
2013-02-08,1577100.0,294542.6,1396990.0,260780.3,143750.0,26974.9,23710.0,4425.6,12650.0,2361.8
2013-02-15,1582780.0,293518.5,1402540.0,259785.5,143750.0,26974.9,23790.0,4406.3,12700.0,2351.8
2013-02-22,1585740.0,291916.0,1405460.0,258228.9,143750.0,26974.9,23820.0,4376.4,12710.0,2335.8
2013-03-01,1581230.0,290574.3,1403490.0,257607.8,141380.0,26292.3,23710.0,4351.6,12650.0,2322.6
2013-03-08,1577950.0,290350.4,1400250.0,257382.3,141380.0,26292.3,23680.0,4352.7,12640.0,2323.1
2013-03-15,1582180.0,292316.7,1404670.0,259353.6,141380.0,26292.3,23560.0,4349.4,12570.0,2321.4
2013-03-22,1592530.0,293366.8,1414970.0,260415.3,141380.0,26292.3,23590.0,4341.9,12590.0,2317.3
2013-03-29,1590060.0,292646.5,1412630.0,259725.9,141380.0,26292.3,23540.0,4327.6,12510.0,2300.7
2013-04-05,1611350.0,293843.0,1435190.0,261513.4,139740.0,25692.0,23780.0,4333.7,12640.0,2303.9
2013-04-12,1607270.0,295247.2,1431290.0,262900.0,139740.0,25692.0,23660.0,4345.2,12580.0,2310.0
2013-04-19,1593510.0,294761.3,1417800.0,262410.8,139740.0,25692.0,23490.0,4347.2,12480.0,2311.3
2013-04-26,1609350.0,296370.6,1433500.0,264027.8,139740.0,25692.0,23580.0,4342.2,12530.0,2308.6
2013-05-03,1588460.0,294306.8,1422840.0,263728.1,129990.0,23974.1,23530.0,4361.5,12100.0,2243.1
2013-05-10,1601050.0,293690.4,1435310.0,263160.0,129990.0,23974.1,23610.0,4329.6,12140.0,2226.7
2013-05-17,1600900.0,291966.2,1435130.0,261472.4,129990.0,23974.1,23630.0,4305.6,12150.0,2214.1
2013-05-24,1620830.0,292076.1,1454500.0,261565.8,129990.0,23974.1,24000.0,4316.5,12340.0,2219.7
2013-05-31,1626480.0,287897.3,1460470.0,258509.4,129000.0,22836.0,24440.0,4326.9,12570.0,2225.0
2013-06-07,1643170.0,289676.1,1476070.0,260126.2,129000.0,22836.0,24900.0,4387.9,13200.0,2326.0
2013-06-14,1675430.0,290658.4,1507550.0,261088.7,129000.0,22836.0,25410.0,4400.9,13470.0,2332.8
2013-06-21,1701840.0,287845.7,1533810.0,258432.7,129000.0,22836.0,25950.0,4372.6,13080.0,2204.4
2013-06-28,1691980.0,284644.9,1524000.0,255278.2,129000.0,22836.0,25920.0,4341.8,13060.0,2188.9
2013-07-05,1689130.0,280167.0,1521180.0,252102.8,128680.0,21555.5,26110.0,4327.2,13160.0,2181.5
2013-07-12,1677790.0,280188.1,1510200.0,252136.3,128680.0,21555.5,25960.0,4333.9,12950.0,2162.4
2013-07-19,1669290.0,279202.7,1501680.0,251136.6,128680.0,21555.5,25970.0,4343.4,12960.0,2167.2
2013-07-26,1652230.0,280162.9,1484920.0,252050.7,128680.0,21555.5,25770.0,4374.2,12860.0,2182.5
2013-08-02,1685920.0,277167.3,1519450.0,249895.7,126790.0,20747.0,26470.0,4352.8,13210.0,2171.8
2013-08-09,1702670.0,278601.7,1536120.0,251349.4,126790.0,20747.0,26880.0,4398.2,12880.0,2107.1
2013-08-16,1722110.0,278807.5,1555140.0,251561.1,126790.0,20747.0,27170.0,4394.3,13010.0,2105.1
2013-08-23,1789110.0,277722.2,1620320.0,250482.5,126790.0,20747.0,28400.0,4389.8,13600.0,2102.9
2013-08-30,1834060.0,275491.6,1647060.0,247402.2,144630.0,21724.1,29120.0,4374.9,13250.0,1990.4
2013-09-06,1813960.0,274806.5,1627530.0,246745.7,144630.0,21724.1,28730.0,4355.3,13070.0,1981.4
2013-09-13,1762490.0,275351.2,1577160.0,247246.2,144630.0,21724.1,27970.0,4385.6,12730.0,1995.3
2013-09-20,1735920.0,277381.5,1551220.0,249220.8,144630.0,21724.1,27540.0,4423.9,12530.0,2012.7
2013-09-27,1717960.0,276264.0,1532440.0,247924.5,144630.0,21724.1,27350.0,4425.0,13540.0,2190.4
2013-10-04,1708370.0,277727.3,1530980.0,249324.6,136640.0,21765.4,27260.0,4439.7,13490.0,2197.6
2013-10-11,1711270.0,279240.3,1534130.0,250851.9,136640.0,21765.4,27090.0,4430.1,13410.0,2192.9
2013-10-18,1725870.0,281122.6,1548420.0,252695.9,136640.0,21765.4,27300.0,4455.7,13510.0,2205.6
2013-10-25,1746190.0,282950.7,1568380.0,254503.4,136640.0,21765.4,27540.0,4469.4,13630.0,2212.5
2013-11-01,1740280.0,281293.6,1569960.0,253609.2,130360.0,21227.3,27370.0,4422.5,12590.0,2034.6
2013-11-08,1766930.0,282113.1,1596130.0,254438.9,130360.0,21227.3,27700.0,4415.5,12740.0,2031.4
2013-11-15,1784820.0,283572.3,1613840.0,255904.0,130360.0,21227.3,27820.0,4411.6,12800.0,2029.4
2013-11-22,1800710.0,286263.7,1630200.0,258664.7,130360.0,21227.3,27860.0,4420.7,12290.0,1951.0
2013-11-29,1815470.0,291300.9,1645570.0,263735.9,130360.0,21227.3,27660.0,4432.9,11880.0,1904.8
2013-12-06,1825050.0,295709.0,1657340.0,268755.5,128550.0,20603.1,27390.0,4441.8,11770.0,1908.6
2013-12-13,1836490.0,295516.2,1668500.0,268564.4,128550.0,20603.1,27590.0,4440.6,11850.0,1908.1
2013-12-20,1839590.0,295503.6,1671010.0,268469.7,128550.0,20603.1,27580.0,4431.5,12450.0,1999.3
2013-12-27,1835840.0,295708.5,1667130.0,268634.0,128550.0,20603.1,27690.0,4461.8,12470.0,2009.6
